40.650000000000006,1
40.650000000000006,2
40.650000000000006,3
40.650000000000006,4
40.650000000000006,5
40.650000000000006,37
40.650000000000006,39
40.650000000000006,61
40.650000000000006,103
40.650000000000006,109
40.650000000000006,118
40.650000000000006,126
40.400000000000006,94
40.350000000000001,6
40.350000000000001,7
40.350000000000001,8
40.350000000000001,9
40.350000000000001,10
39.850000000000001,133
38.650000000000006,71
37.799999999999997,18
37.650000000000006,11
37.650000000000006,12
37.650000000000006,13
37.650000000000006,14
37.650000000000006,15
37.549999999999997,27
37.549999999999997,28
37.549999999999997,29
37.549999999999997,30
37.549999999999997,31
37.350000000000001,96
37.049999999999997,127
37.049999999999997,128
37.049999999999997,129
37.049999999999997,130
37.049999999999997,131
36.850000000000001,53
36.799999999999997,68
36.600000000000001,116
35.849999999999994,120
34.350000000000001,55
34.049999999999997,119
33.299999999999997,104
33.299999999999997,105
33.299999999999997,106
33.299999999999997,107
33.299999999999997,108
32.049999999999997,87
32.049999999999997,88
32.049999999999997,89
32.049999999999997,90
32.049999999999997,91
30.850000000000001,43
30.850000000000001,44
30.850000000000001,45
30.850000000000001,46
30.850000000000001,47
30.68,121
30.68,122
30.68,123
30.68,124
30.68,125
30.450000000000003,26
29.850000000000001,40
29.350000000000001,97
29.350000000000001,98
29.350000000000001,99
29.350000000000001,100
29.350000000000001,101
26.620000000000001,72
25.850000000000001,42
25.600000000000001,67
24.600000000000001,134
24.253999999999998,95
24.149999999999999,73
24.149999999999999,74
24.149999999999999,75
24.149999999999999,76
24.149999999999999,77
23.850000000000001,110
23.850000000000001,111
23.850000000000001,112
23.850000000000001,113
23.850000000000001,114
23.600000000000001,17
23.350000000000001,92
22.75,32
22.75,33
22.75,34
22.75,35
22.75,36
22.300000000000001,69
21.600000000000001,93
21.5,102
21.400000000000002,48
21.400000000000002,49
21.400000000000002,50
21.400000000000002,51
21.400000000000002,52
20.530000000000001,56
20.530000000000001,57
20.530000000000001,58
20.530000000000001,59
20.530000000000001,60
20.399999999999999,115
20.300000000000001,41
19.899999999999999,78
19.899999999999999,117
19.600000000000001,132
19.300000000000001,85
19.100000000000001,25
19.0,84
18.600000000000001,16
17.899999999999999,86
17.300000000000001,70
16.800000000000001,19
16.545000000000002,79
16.545000000000002,80
16.545000000000002,81
16.545000000000002,82
16.545000000000002,83
16.100000000000001,38
15.300000000000001,20
15.300000000000001,21
15.300000000000001,22
15.300000000000001,23
15.300000000000001,24
15.300000000000001,62
15.300000000000001,63
15.300000000000001,64
15.300000000000001,65
15.300000000000001,66
14.6,54
